dass1,dass2,dass3,dass4,dass5,dass6,dass7,dass8,dass9,dass10,dass11,dass12,dass13,dass14,dass15,dass16,dass17,dass18,dass19,dass20,dass21,ct1,ct2,ct3,ct4,ct5,ct6,ct7,ct8,ct9,ct10,ct11,ct12,ct13,ct14,ct15,ct16,ct17,ct18,ct19,ct20,ct21,ct22,ct23,ct24,ct25,ct26,ct27,ct28,ct29,ct30,ct31,ct32,ct33,ct34,ct35,ct36,ct37,ct38,ct39,ct40,sexo,idade,cor_raca,estado_civil,renda_mensal_familiar,dependentes_da_renda,escolaridade,renda_pos_covid,nivel_de_ensino_rcd,educacao_infantil,fundamental_i,fundamental_ii,educacao_de_jovens_e_adultos_eja,atendimento_educacional_especializado_aee,academia,bares_restaurantes,shopping,mascara,higiene_das_maos,grupo_de_risco_dic,diagnostico_de_covid,perdeu_amigo_familiar_covid,atividades_sincronas,alunos_participam_sincronas,atividades_assincronas,alunos_participam_assincronas
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,4,3,3,1,5,5,1,1,3,1,5,1,1,1,1,1,1,1,1,1,2,1,1,Feminino,44,Pardo,Solteiro(a),1600,1,Especialização,Ficou estável,Fundamental I,Não,Sim,Não,Não,Não,0,0,0,5,5,Não,Não,Sim,6,6,6,6
0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,1,1,3,1,3,1,1,1,1,4,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,2,1,4,Feminino,33,Branco,Solteiro(a),2500,4,Especialização,Ficou estável,Fundamental II,Não,Não,Sim,Não,Não,0,0,0,5,5,Não,Não,Não,6,4,6,4
0,3,1,0,0,0,0,2,2,0,2,2,2,0,0,0,1,1,0,2,0,3,1,1,5,1,1,2,3,4,1,1,3,1,2,1,3,5,3,5,2,1,3,1,3,2,3,1,3,1,1,1,5,1,1,1,1,4,3,1,1,Feminino,25,Pardo,Casado(a),1665,1,Curso superior completo,Diminuiu,Fundamental II,Não,Não,Sim,Não,Não,0,0,0,5,5,Não,Não,Sim,4,4,6,6
1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,3,4,2,2,3,2,4,3,1,3,2,5,4,4,2,3,4,2,1,3,3,3,3,2,3,3,2,3,3,3,1,2,3,3,2,3,1,2,2,3,Feminino,37,Preto,Solteiro(a),3200,2,Especialização,Ficou estável,Mais de um nível,Sim,Não,Sim,Não,Não,0,2,0,5,5,Não,Não,Sim,5,4,6,4
0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,2,4,3,1,4,3,1,1,1,1,1,3,1,3,3,5,3,3,2,1,3,3,3,3,1,1,1,3,1,1,1,2,1,3,3,3,3,3,Feminino,39,Pardo,Casado(a),1960,4,Curso superior completo,Ficou estável,Educação Infantil,Sim,Não,Não,Não,Não,0,0,1,5,5,Não,Não,Sim,2,2,6,6
1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,2,2,2,3,1,1,1,2,4,2,1,2,2,3,1,1,3,4,4,4,2,3,3,2,2,4,1,2,1,1,1,1,2,1,1,1,3,4,1,1,Masculino,22,Pardo,Solteiro(a),2000,2,Curso superior completo,Diminuiu,Fundamental II,Não,Não,Sim,Não,Não,0,0,0,5,5,Não,Sim,Não,6,6,6,6
1,2,1,2,1,0,1,1,2,1,1,2,2,1,1,1,0,2,2,1,0,3,3,4,3,1,1,3,2,1,3,5,3,3,4,3,3,2,5,3,3,2,2,3,1,2,3,1,1,3,3,1,1,2,2,1,5,3,3,1,1,Feminino,35,Pardo,Viúvo(a),2500,1,Curso superior completo,Ficou estável,Educação Infantil,Sim,Não,Não,Não,Não,0,0,0,5,4,Não,Não,Sim,1,1,6,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,3,3,1,1,1,3,1,3,1,3,2,5,3,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,3,3,1,1,Feminino,24,Pardo,Solteiro(a),2000,5,Ensino Médio,Ficou estável,Educação Infantil,Sim,Não,Não,Não,Não,5,2,3,5,5,Não,Não,Sim,6,6,6,6
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,1,1,1,1,2,3,1,2,2,2,3,3,1,3,2,2,2,3,1,1,1,2,1,1,2,2,1,2,3,3,1,2,Feminino,44,Pardo,Solteiro(a),2000,4,Curso superior completo,Ficou estável,Educação Infantil,Sim,Não,Não,Não,Não,0,0,0,5,5,Não,Não,Sim,6,6,6,6
1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,2,2,2,2,1,3,1,4,2,4,1,2,2,2,3,3,2,2,3,3,2,2,3,1,1,3,1,1,3,2,1,3,3,3,1,3,Masculino,32,Pardo,Solteiro(a),1600,1,Curso superior completo,Ficou estável,Fundamental II,Não,Não,Sim,Não,Não,0,1,0,5,5,Não,Sim,Não,6,4,6,5
1,0,0,0,1,2,0,1,1,0,1,1,1,2,1,1,1,2,0,2,1,3,1,3,3,1,2,4,5,3,5,1,5,2,3,1,1,2,2,4,3,3,3,3,3,1,4,2,3,1,1,1,1,3,3,1,3,3,3,2,4,Feminino,40,Branco,Solteiro(a),3700,3,Curso superior completo,Diminuiu,Fundamental I,Não,Sim,Não,Não,Não,0,0,0,5,5,Não,Não,Sim,6,6,6,6
2,0,0,3,0,1,1,1,2,1,1,1,1,1,1,0,1,3,1,1,1,4,3,1,3,1,2,3,4,1,3,1,1,1,5,1,1,1,3,3,2,2,3,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,4,Feminino,42,Pardo,Solteiro(a),3000,1,Especialização,Ficou estável,Fundamental II,Não,Não,Sim,Não,Não,0,2,0,5,5,Não,Não,Sim,6,5,6,6
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,1,3,2,3,1,2,2,3,2,2,1,2,2,1,1,3,1,1,1,1,1,1,1,1,1,4,1,2,1,1,Masculino,34,Pardo,Casado(a),2500,2,Especialização,Ficou estável,Fundamental II,Não,Não,Sim,Não,Não,0,0,0,5,5,Não,Não,Não,6,6,6,6
0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,4,1,3,3,2,1,3,4,3,4,3,3,3,2,1,3,3,1,3,2,2,1,3,1,2,3,1,1,3,1,3,1,1,2,3,1,4,Feminino,44,Pardo,Casado(a),3000,5,Curso superior completo,Ficou estável,Fundamental I,Não,Sim,Não,Não,Não,0,1,0,5,5,Não,Não,Não,6,6,6,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,1,1,3,5,5,1,1,5,3,3,1,3,3,5,5,3,3,1,3,3,1,5,1,3,1,1,1,1,1,3,1,3,3,5,1,5,Feminino,28,Pardo,Casado(a),2000,3,Curso superior completo,Diminuiu,Fundamental II,Não,Não,Sim,Não,Não,0,0,0,5,5,Sim,Não,Não,6,6,6,6
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,1,1,4,2,1,1,1,2,1,3,1,1,2,5,2,2,1,3,3,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,Feminino,29,Branco,Casado(a),1900,3,Curso superior completo,Diminuiu,Fundamental I,Não,Sim,Não,Não,Não,0,0,0,5,5,Não,Não,Não,6,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,5,1,1,1,2,4,4,1,1,1,3,1,1,3,2,1,1,1,3,1,1,2,1,1,1,1,1,3,1,3,3,1,2,Masculino,75,Pardo,Casado(a),6600,4,Especialização,Ficou estável,Fundamental II,Não,Não,Sim,Não,Não,5,3,0,5,5,Sim,Não,Não,3,6,6,6
1,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,3,3,3,3,2,1,3,1,2,3,1,3,3,1,2,1,4,3,5,2,1,2,5,3,5,2,3,5,2,2,3,2,1,2,1,1,2,3,2,1,2,4,3,2,3,Feminino,21,Pardo,Solteiro(a),1000,7,Ensino Médio,Diminuiu,Educação Infantil,Sim,Não,Não,Não,Não,0,0,0,5,5,Não,Sim,Não,6,5,6,6
2,1,0,0,1,0,0,1,1,0,1,1,2,0,2,0,0,1,1,0,0,1,3,2,2,1,5,3,2,1,3,1,3,1,2,2,1,1,5,3,4,1,3,1,1,1,3,1,1,1,1,1,3,3,1,1,5,4,2,1,4,Masculino,27,Pardo,Solteiro(a),2010,2,Curso superior completo,Ficou estável,Educação Infantil,Sim,Não,Não,Não,Não,0,1,0,5,5,Não,Não,Sim,6,6,6,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,4,3,2,3,3,5,5,3,3,3,3,3,1,3,1,5,1,3,1,1,3,3,1,1,5,3,1,5,Feminino,43,Pardo,Divorciado(a),2000,3,Curso superior completo,Diminuiu,Fundamental I,Não,Sim,Não,Não,Não,0,0,0,5,5,Sim,Não,Não,6,4,6,3
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,3,1,3,3,1,1,3,3,1,1,1,1,1,3,1,1,1,5,3,3,1,3,3,1,1,3,1,3,1,1,1,1,3,1,1,3,3,2,1,5,Feminino,32,Pardo,Casado(a),1300,2,Curso superior completo,Diminuiu,Educação Infantil,Sim,Não,Não,Não,Não,2,2,1,5,5,Não,Não,Sim,1,1,6,6
0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,1,2,3,3,2,2,1,3,3,3,5,3,3,4,3,2,1,3,3,3,3,3,1,3,1,1,1,1,1,2,1,2,5,2,1,3,Feminino,34,Preto,Casado(a),20100,2,Especialização,Diminuiu,Fundamental II,Não,Não,Sim,Não,Não,0,2,3,5,5,Sim,Não,Sim,6,6,6,6
2,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,2,2,1,1,1,1,1,3,1,1,1,4,4,5,1,1,2,1,1,1,1,5,1,1,1,3,1,1,1,4,1,1,3,1,1,1,4,3,1,1,Feminino,37,Branco,Casado(a),3000,2,Especialização,Ficou estável,Fundamental II,Não,Não,Sim,Não,Não,0,0,0,5,5,Não,Não,Sim,6,3,4,4
2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,4,3,1,3,3,1,3,4,3,1,1,5,1,3,1,3,3,4,5,2,3,2,2,3,3,3,2,2,3,1,1,1,2,3,2,3,5,3,1,2,Feminino,43,Pardo,Solteiro(a),1100,2,Especialização,Diminuiu,Fundamental II,Não,Não,Sim,Não,Não,0,0,0,5,5,Não,Não,Sim,6,6,6,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,0,3,3,3,3,2,2,3,3,3,3,1,4,4,4,2,3,4,3,5,5,3,3,3,3,3,5,2,2,2,2,2,2,3,3,1,2,3,3,2,2,Feminino,45,Branco,Casado(a),2000,2,Mestrado,Diminuiu,Fundamental II,Não,Não,Sim,Não,Não,0,0,1,5,5,Não,Não,Sim,6,6,6,6
1,1,0,1,1,1,0,0,0,1,0,1,1,2,0,1,0,0,0,0,0,3,3,3,3,2,2,4,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,Masculino,32,Branco,Casado(a),2500,2,Especialização,Diminuiu,Fundamental II,Não,Não,Sim,Não,Não,0,3,3,3,2,Não,Sim,Não,6,4,2,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,4,5,1,2,1,5,5,4,1,2,1,5,4,4,2,1,3,4,1,5,1,4,1,3,1,1,1,4,1,1,5,4,1,1,Feminino,43,Pardo,Casado(a),1500,1,Curso superior completo,Diminuiu,Fundamental I,Não,Sim,Não,Não,Não,0,0,0,5,5,Sim,Não,Sim,6,6,6,6
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,2,1,3,1,1,3,2,3,2,1,4,4,4,1,2,1,1,4,3,1,3,4,4,2,2,1,2,2,2,1,1,1,2,1,3,1,3,1,4,Feminino,47,Branco,Casado(a),3000,1,Especialização,Ficou estável,Fundamental II,Não,Não,Sim,Não,Não,0,2,0,5,5,Não,Não,Sim,6,5,6,5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,3,1,3,1,1,2,1,3,2,3,1,3,3,2,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,3,2,1,2,Feminino,43,Pardo,Viúvo(a),1530,3,Curso superior completo,Diminuiu,Fundamental I,Não,Sim,Não,Não,Não,0,0,0,5,5,Não,Não,Sim,6,6,6,6
1,0,1,0,1,1,0,0,1,2,1,3,1,3,1,1,2,3,0,1,0,4,2,2,3,3,2,3,3,3,2,2,5,5,3,3,4,5,5,5,1,3,3,2,1,2,3,3,2,3,2,1,1,3,5,1,2,5,3,3,5,Feminino,30,Preto,Solteiro(a),2000,5,Especialização,Ficou estável,Fundamental I,Não,Sim,Não,Não,Não,0,0,0,5,5,Não,Não,Sim,6,6,6,6
2,2,1,0,2,1,0,2,0,1,2,2,1,1,0,1,0,1,0,0,0,3,4,1,2,3,2,5,4,2,3,4,4,3,4,5,3,3,3,4,3,3,3,5,3,3,3,3,4,1,2,1,2,2,4,3,3,4,2,3,4,Masculino,20,Pardo,Solteiro(a),1500,3,Curso superior incompleto,Diminuiu,Mais de um nível,Sim,Sim,Não,Não,Não,0,0,0,4,1,Não,Não,Não,4,6,6,4
0,3,0,1,2,2,0,2,3,3,2,2,3,2,3,2,0,3,3,3,0,1,1,4,5,1,1,2,5,5,1,1,5,5,5,1,3,5,3,5,5,1,4,3,2,1,5,1,2,1,2,1,5,4,4,1,5,5,3,1,3,Masculino,31,Pardo,Solteiro(a),3000,1,Especialização,Diminuiu,Fundamental II,Não,Não,Sim,Não,Não,0,0,0,5,5,Sim,Não,Sim,6,5,6,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,2,3,3,4,1,3,1,5,5,3,2,3,2,2,4,3,3,3,3,3,3,2,2,4,1,3,1,3,1,3,3,2,4,2,3,4,Feminino,50,Pardo,Solteiro(a),3000,2,Especialização,Ficou estável,Fundamental II,Não,Não,Sim,Não,Não,0,0,0,5,5,Não,Sim,Sim,6,5,6,5
1,0,2,0,3,1,0,1,1,1,1,1,1,1,0,1,0,2,1,1,1,3,1,1,3,1,1,4,1,3,1,1,4,1,3,1,2,1,3,4,4,2,1,4,1,2,3,1,1,1,1,1,1,2,2,1,1,3,3,1,3,Feminino,20,Pardo,Solteiro(a),1100,3,Curso superior incompleto,Diminuiu,Fundamental I,Não,Sim,Não,Não,Não,0,1,3,3,3,Não,Não,Não,6,6,6,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,1,1,1,3,1,1,1,3,1,4,1,1,1,5,4,1,1,3,3,1,1,3,1,1,1,1,1,1,1,1,1,3,3,3,1,5,Feminino,40,Pardo,Solteiro(a),1000,4,Curso superior completo,Diminuiu,Fundamental II,Não,Não,Sim,Não,Não,0,0,0,5,5,Não,Não,Sim,6,6,6,6
1,0,2,1,1,2,2,2,3,0,2,2,2,2,2,1,1,2,2,2,1,1,1,1,3,1,1,3,4,5,4,1,5,5,4,3,3,2,3,5,3,2,3,2,3,2,3,1,3,1,2,1,2,1,1,1,3,2,3,1,3,Feminino,41,Pardo,Divorciado(a),2240,4,Curso superior completo,Diminuiu,Fundamental I,Não,Sim,Não,Não,Não,2,0,0,5,5,Sim,Não,Sim,6,5,4,4
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,1,5,1,1,4,3,3,1,1,3,5,1,1,2,2,5,2,2,1,1,3,1,1,4,1,1,1,3,3,1,1,3,1,4,2,3,1,5,Feminino,29,Pardo,Casado(a),630,1,Curso superior incompleto,Diminuiu,Educação de Jovens e Adultos (EJA),Não,Não,Não,Sim,Não,0,2,2,5,5,Sim,Não,Não,1,1,5,6
0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,2,2,1,1,3,2,2,1,1,4,3,4,1,2,2,3,4,2,1,3,4,1,1,2,1,2,1,2,1,1,1,2,1,2,3,2,1,1,Feminino,34,Branco,Casado(a),3500,4,Curso superior completo,Ficou estável,Fundamental II,Não,Não,Sim,Não,Não,0,0,0,5,5,Não,Não,Não,6,6,6,4
0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,3,1,1,0,1,1,1,1,1,1,2,1,3,1,1,2,2,2,1,3,1,3,3,3,2,3,3,1,1,3,1,1,1,1,3,1,1,3,1,1,1,1,1,2,Feminino,55,Branco,Casado(a),2000,4,Especialização,Diminuiu,Fundamental II,Não,Não,Sim,Não,Não,0,0,0,5,5,Sim,Sim,Não,5,6,5,5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,1,1,1,3,1,2,1,5,3,1,5,1,2,3,5,1,5,4,3,3,1,1,5,1,1,1,3,1,1,1,1,1,3,2,3,1,1,Feminino,25,Pardo,Casado(a),600,5,Ensino Médio,Diminuiu,Fundamental I,Não,Sim,Não,Não,Não,0,0,1,5,4,Não,Não,Sim,4,4,6,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,4,4,3,1,1,3,1,1,1,3,3,3,2,3,3,2,2,2,1,3,1,2,1,2,1,1,1,3,1,1,2,3,1,5,Feminino,47,Pardo,União estável,3000,3,Curso superior completo,Ficou estável,Mais de um nível,Não,Não,Sim,Sim,Não,0,1,0,5,5,Não,Sim,Não,4,3,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Feminino,49,Pardo,Casado(a),1100,5,Ensino Médio,Ficou estável,Educação Infantil,Sim,Não,Não,Não,Não,0,1,0,4,5,Não,Sim,Sim,6,6,6,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,1,3,1,3,3,2,1,2,1,1,1,2,2,1,2,3,1,1,3,1,1,1,1,4,1,1,1,1,1,1,2,1,1,Masculino,25,Pardo,Solteiro(a),2200,3,Especialização,Ficou estável,Fundamental I,Não,Sim,Não,Não,Não,0,0,0,5,5,Não,Não,Não,6,6,6,6
2,3,1,3,3,1,0,2,0,1,3,3,2,0,0,2,3,2,3,3,1,4,3,1,2,1,1,5,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Feminino,21,Pardo,Solteiro(a),1500,3,Curso superior incompleto,Ficou estável,Educação Infantil,Sim,Não,Não,Não,Não,2,1,2,1,1,Não,Sim,Sim,2,2,3,5
0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,3,3,1,2,1,1,3,3,3,3,1,3,1,3,1,3,3,5,4,5,2,3,3,1,3,5,1,3,1,1,1,1,3,3,1,3,2,2,1,1,Feminino,40,Pardo,Casado(a),2200,5,Curso superior completo,Diminuiu,Mais de um nível,Sim,Sim,Não,Não,Não,0,0,0,5,5,Não,Sim,Sim,3,3,1,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,3,1,3,1,1,Feminino,29,Pardo,Casado(a),900,3,Ensino Médio,Diminuiu,Educação de Jovens e Adultos (EJA),Não,Não,Não,Sim,Não,0,0,0,5,5,Não,Não,Não,5,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,2,1,1,1,3,5,3,1,1,2,1,4,2,1,3,1,1,1,2,1,1,1,1,1,1,1,4,1,4,5,3,1,4,Masculino,47,Pardo,Casado(a),1640,3,Especialização,Diminuiu,Fundamental I,Não,Sim,Não,Não,Não,0,0,0,5,5,Não,Sim,Sim,6,6,1,1
3,3,2,3,0,3,0,3,3,3,3,3,2,2,3,2,3,3,2,2,3,4,4,1,3,2,1,3,2,1,3,3,5,5,4,3,3,4,5,5,3,4,3,3,3,3,5,3,1,4,2,3,2,3,4,3,4,3,4,2,3,Feminino,30,Pardo,Casado(a),1340,4,Especialização,Diminuiu,Fundamental I,Não,Sim,Não,Não,Não,0,0,0,5,5,Não,Não,Sim,6,5,6,6
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,1,3,1,1,5,4,1,1,1,3,5,5,3,5,1,5,1,3,1,3,5,3,1,5,1,3,1,1,1,1,3,3,4,4,1,5,2,1,Feminino,42,Pardo,Solteiro(a),3000,3,Especialização,Diminuiu,Educação Infantil,Sim,Não,Não,Não,Não,0,0,0,5,5,Não,Não,Não,5,3,6,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Feminino,47,Branco,Casado(a),NA,4,Ensino Médio,Ficou estável,Educação Infantil,Sim,Não,Não,Não,Não,0,0,3,5,5,Não,Não,Não,6,6,6,6
2,2,1,2,1,1,1,1,3,1,2,2,2,1,3,2,1,2,3,3,2,1,1,2,4,1,1,3,2,4,1,1,3,1,2,1,1,2,3,2,2,2,2,3,1,1,3,1,1,1,1,1,1,3,1,1,4,3,2,1,3,Feminino,33,Pardo,Casado(a),2200,4,Especialização,Ficou estável,Fundamental I,Não,Sim,Não,Não,Não,0,0,0,5,5,Sim,Sim,Não,6,6,6,6
3,3,3,2,3,2,0,1,3,1,1,3,3,2,3,0,0,3,1,3,0,1,4,1,4,2,3,4,4,1,1,1,4,5,3,1,1,2,1,4,3,2,1,3,2,2,3,1,2,5,2,1,1,3,3,2,1,4,3,1,3,Masculino,26,Pardo,Solteiro(a),960,2,Mestrado,Diminuiu,Fundamental I,Não,Sim,Não,Não,Não,0,0,0,5,5,Não,Não,Não,4,5,6,5
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,3,2,1,2,3,1,4,3,1,2,1,3,4,3,3,1,1,1,4,3,3,2,3,2,1,2,1,1,1,2,1,1,1,3,1,1,3,2,1,4,Feminino,41,Branco,Casado(a),4000,4,Especialização,Ficou estável,Fundamental II,Não,Não,Sim,Não,Não,0,0,0,5,5,Não,Não,Sim,6,6,6,6
2,0,0,0,0,2,0,2,1,0,1,1,1,2,0,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,Feminino,35,Preto,Casado(a),2000,3,Curso superior completo,Ficou estável,Educação Infantil,Sim,Não,Não,Não,Não,0,1,0,5,5,Não,Sim,Não,1,1,6,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,1,1,1,1,1,1,5,5,5,1,1,1,1,5,3,3,3,3,1,1,3,1,1,1,1,1,1,3,1,1,3,3,1,1,1,Feminino,31,Pardo,Casado(a),2500,1,Especialização,Diminuiu,Educação Infantil,Sim,Não,Não,Não,Não,0,0,0,5,5,Não,Não,Sim,6,6,6,6
1,1,1,1,1,0,0,1,2,1,2,1,1,1,0,1,1,1,2,1,1,3,4,2,4,1,2,4,3,5,3,1,5,4,3,1,2,4,2,4,3,3,3,3,2,2,3,2,1,1,1,1,1,1,3,1,3,1,4,1,2,Feminino,33,Branco,Casado(a),1400,3,Curso superior completo,Diminuiu,Fundamental I,Não,Sim,Não,Não,Não,0,1,0,5,4,Não,Não,Sim,6,4,6,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,1,1,1,3,1,3,1,2,3,3,4,3,1,1,3,2,1,2,1,1,1,1,2,1,1,1,1,3,4,3,1,1,Feminino,28,Branco,Solteiro(a),998,8,Especialização,Diminuiu,Fundamental I,Não,Sim,Não,Não,Não,0,0,0,5,5,Não,Não,Sim,6,6,6,6
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,3,2,2,1,1,1,1,5,5,3,2,5,2,4,1,3,1,1,3,4,1,1,1,1,1,1,1,2,1,3,1,4,1,1,Feminino,46,Branco,Casado(a),3000,3,Curso superior completo,Ficou estável,Fundamental I,Não,Sim,Não,Não,Não,0,0,0,5,5,Não,Não,Sim,6,5,6,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,5,3,1,1,1,3,5,3,1,1,1,3,2,2,1,3,4,1,1,3,1,1,1,1,3,1,3,3,1,3,1,2,1,2,Feminino,38,Pardo,Casado(a),2000,3,Curso superior completo,Ficou estável,Educação Infantil,Sim,Não,Não,Não,Não,0,0,0,5,5,Não,Não,Não,6,6,6,2
3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2,1,1,1,1,1,3,1,1,4,3,3,1,3,3,4,4,4,1,1,2,1,2,2,1,1,1,1,3,1,3,1,1,3,2,2,2,1,Feminino,26,Branco,União estável,2700,1,Curso superior completo,Diminuiu,Educação Infantil,Sim,Não,Não,Não,Não,0,0,2,5,5,Não,Não,Sim,3,4,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,1,1,1,1,3,1,2,1,1,3,1,3,2,1,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,1,3,1,3,Masculino,33,Pardo,Solteiro(a),1500,1,Curso superior completo,Diminuiu,Fundamental I,Não,Sim,Não,Não,Não,0,0,0,5,5,Não,Não,Sim,6,6,6,6
1,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Masculino,33,Branco,Casado(a),3000,3,Especialização,Aumentou,Fundamental I,Não,Sim,Não,Não,Não,0,0,5,5,5,Não,Não,Não,6,6,6,6
0,1,0,2,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,2,1,1,1,1,3,3,3,1,1,5,2,3,1,3,3,3,2,2,2,2,3,1,3,3,1,1,1,2,2,2,2,2,1,3,2,3,1,4,Feminino,42,Pardo,Solteiro(a),1333,2,Curso superior completo,Diminuiu,Fundamental I,Não,Sim,Não,Não,Não,5,0,0,5,5,Não,Não,Sim,6,4,6,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,1,1,1,1,1,1,1,1,5,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,Feminino,29,Pardo,Casado(a),2000,3,Curso superior completo,Ficou estável,Educação de Jovens e Adultos (EJA),Não,Não,Não,Sim,Não,0,0,0,5,5,Não,Sim,Sim,1,1,1,1
